item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,champlvl,pinksbought,firstblood,win
3068,3077,1036,3047,3091,1028,1,5,19,0,1,0,576,0,0,0,0,77042,24578,52464,0,0,10799,2508,1,0,0,0,0,0,19953,6601,12717,633,10205,9525,3,1,138,13,15,5,0,1
3153,3748,0,3053,3111,1419,13,3,3,5,2,3,711,2,0,0,0,192002,44583,131982,15436,0,20388,20123,1,0,0,0,0,0,36445,8148,27986,309,14725,13375,1,0,63,82,16,0,1,1
3009,3401,3107,3512,3751,1031,3,3,25,2,1,1,689,0,0,0,0,39459,21341,10834,7283,0,11122,18527,7,0,0,0,0,0,31358,7171,21234,2952,12786,10325,0,0,63,1,16,1,0,1
1057,3078,3047,1011,3065,1031,4,9,8,3,2,1,566,1,0,0,0,82924,2981,79366,576,0,19920,11053,1,0,0,0,0,0,37762,12912,23257,1592,11477,10903,0,1,103,4,15,0,0,1
3027,3157,3040,3089,3020,1026,13,7,8,5,2,3,559,1,0,0,0,162289,148742,12596,950,1241,33203,9839,1,0,0,0,0,0,29901,16259,12526,1115,15687,15200,1,1,176,24,17,0,0,1
3031,3006,3072,3087,3086,1042,12,5,7,4,2,4,668,2,0,0,0,229186,63559,162151,3476,1020,30669,1744,3,0,0,0,0,0,22033,7007,14131,894,16421,12850,7,1,217,23,17,0,0,1
3165,3020,3157,1052,3102,0,7,12,7,3,1,2,480,0,0,0,0,131167,123908,7119,139,0,32603,2090,1,0,0,0,0,0,26997,13228,13051,718,11396,11860,0,0,162,6,15,1,0,0
1055,3006,3031,3035,3094,1042,1,14,7,0,1,0,304,0,0,0,0,123510,2999,120238,273,1171,18397,3718,4,0,0,0,0,0,22967,8860,14005,102,10114,9400,0,0,164,6,14,0,0,0
3092,3107,2045,3117,3191,2031,4,6,9,3,1,1,451,0,0,0,0,47025,38385,7561,1078,0,14192,2515,1,0,0,0,0,0,21686,8173,13129,384,10016,8150,0,0,35,1,14,0,0,0
3047,3071,3053,3742,3211,3067,9,10,5,3,2,3,276,1,0,0,0,153299,0,147696,5603,0,36884,3998,1,0,0,0,0,0,41366,17594,22626,1146,12859,12150,1,0,202,6,16,0,0,0
1413,3001,3111,3025,1031,1028,6,3,7,3,2,2,1002,1,0,0,0,121840,44269,68664,8906,0,10444,6662,1,0,0,0,0,0,22922,8008,14133,780,10956,10710,0,0,38,88,14,1,0,0
0,0,1036,3111,1419,3053,4,2,4,2,1,1,577,0,0,0,0,104914,27859,66931,10124,0,6715,12967,1,0,0,0,0,0,20183,1291,18499,391,8037,6825,0,0,41,63,12,0,0,1
1054,3078,3133,3047,0,0,3,5,2,2,1,1,446,0,0,0,0,47354,189,47165,0,0,8639,1647,1,0,0,0,0,0,14736,527,11162,3046,6664,6508,2,1,72,0,10,1,0,1
3085,3031,3006,1055,2003,0,5,1,6,5,1,1,250,0,0,0,0,96873,346,95183,1344,1316,12460,2556,2,0,0,0,0,0,9439,1685,7729,24,9355,7775,1,0,154,7,12,1,0,1
2301,3158,3107,1029,1033,0,2,2,6,2,1,1,945,0,0,0,0,9227,5534,3350,342,0,5328,1417,3,0,0,0,0,0,6965,966,4906,1092,6285,6175,0,0,1,0,10,1,0,1
3145,3157,2003,3158,1056,3100,11,2,4,9,2,2,705,1,0,0,0,75176,53953,20502,720,389,15340,1308,1,0,0,0,0,0,11880,2001,9084,793,10079,9175,1,0,126,2,13,1,0,1
3071,2003,1036,3047,3052,1036,6,6,0,2,2,2,326,1,0,0,0,84488,229,80285,3973,0,16480,1363,1,0,0,0,0,0,17783,5957,11027,798,8117,6925,0,0,170,5,13,1,0,0
1413,3193,3077,2031,0,1001,1,1,5,0,1,0,610,0,0,0,0,105052,30799,46028,28224,0,4077,8783,4,0,0,0,0,0,15567,3704,11474,388,7340,6850,0,0,30,91,12,1,1,0
3153,3133,0,1042,1001,1055,1,2,1,0,1,0,701,0,0,0,0,64371,2751,61619,0,0,8505,2071,3,0,0,0,0,0,11200,2606,8110,484,6506,5950,0,0,146,0,10,0,0,0
1055,3078,2031,0,1001,0,4,10,1,0,1,0,292,0,0,0,0,33567,229,29513,3824,0,7317,454,1,0,0,0,0,0,17863,6062,11426,374,6105,4808,0,0,73,1,10,1,0,0
3301,2031,3117,3504,0,0,0,6,5,0,0,0,614,0,0,0,0,11474,9237,2237,0,0,1980,552,7,0,0,0,0,0,8931,1895,6931,104,4863,3850,0,0,4,1,10,0,0,0
3198,3135,3116,3020,3102,0,5,8,7,2,1,1,345,0,0,0,0,145823,131896,13927,0,0,18851,2210,1,12197,6686,2714,19,0,17856,6509,8927,2419,13449,12600,2,1,195,9,16,0,1,1
3190,3107,2301,2055,3158,1029,1,3,12,0,1,0,676,0,0,0,0,35173,26846,7860,465,112,12017,6883,7,7620,3208,740,64,0,15502,4915,9465,1121,10756,8600,0,1,20,1,15,8,0,1
3139,3031,3087,3046,3006,1036,9,5,4,5,2,2,873,3,0,0,0,184808,44030,129114,11664,906,27125,5670,2,9259,9384,6024,20,0,22296,7819,12215,2261,15267,14325,1,1,239,21,17,1,0,1
1054,3065,3748,3742,3071,3047,9,2,6,6,3,2,775,1,1,0,0,189104,0,182601,6503,0,26457,6465,1,44543,9543,9543,30,0,38363,9127,24706,4529,16288,14300,4,0,288,0,18,2,0,1
3748,3153,3053,0,3111,1419,4,6,2,2,2,2,744,1,0,0,0,204633,41863,151708,11062,0,10260,19658,1,19935,18447,4236,19,0,39683,7264,30082,2336,13830,13375,3,0,67,123,16,0,0,1
3098,3222,3107,3190,3158,2049,2,3,12,2,1,1,1321,0,0,0,0,28712,20819,6654,1239,0,11643,2939,3,13978,1003,1003,62,0,16612,6193,9295,1123,9938,9325,1,0,20,0,14,1,0,0
3165,3020,1026,3151,3285,1052,9,4,7,5,2,2,974,1,0,0,0,182885,113138,19183,50563,0,27441,2810,1,8776,2258,1517,16,0,18594,5577,11190,1826,14574,12660,1,0,245,5,17,1,0,0
3068,1011,3047,3742,3801,1028,2,6,4,0,1,0,715,0,0,0,0,110099,20794,85859,3445,0,12698,753,1,29620,5322,0,27,0,32721,6070,21641,5008,10147,9925,0,0,158,1,16,1,0,0
3074,3047,1412,3133,1053,1037,4,10,5,2,1,1,385,0,0,0,0,161277,6082,143617,11578,0,15108,10582,1,18782,13395,767,10,0,34914,11484,22505,924,10816,10250,0,0,32,107,15,0,0,0
3153,3087,3006,3036,3026,0,7,5,6,4,1,2,1093,0,0,0,0,124679,15402,102922,6354,556,26103,3964,2,11987,4142,3534,17,0,22885,7531,14263,1090,12874,12600,1,0,213,9,15,0,0,0
3146,3285,3020,3100,3165,1026,8,7,19,3,2,2,907,1,0,0,0,148904,97355,51063,486,0,40303,2794,1,7517,6646,4189,29,0,21230,12523,8195,511,15325,14900,0,0,176,2,18,0,0,1
1412,3142,3047,3053,3812,1011,8,4,8,3,3,3,931,1,1,0,0,229573,8300,213193,8080,0,19010,18903,1,28313,22231,3731,39,0,35956,9422,22167,4365,15955,13875,1,0,91,98,18,0,0,1
3111,2049,3107,3165,3092,3026,3,7,24,0,1,0,560,0,0,0,0,20620,15943,4677,0,0,13411,20056,5,8529,3768,2594,54,0,24899,16674,7321,903,13182,12150,1,0,7,0,18,2,0,1
3026,3139,3085,3006,3036,3031,20,4,5,9,5,3,792,2,2,1,1,292185,5322,281098,5764,2834,41556,4318,4,13500,24682,8867,18,0,26503,14208,11558,736,20876,16300,2,2,322,4,18,0,0,1
1055,3139,3074,3111,3071,1053,6,7,13,2,1,1,662,0,0,0,0,183898,1043,179874,2980,804,18854,8348,6,27371,9281,5015,20,0,37787,11390,25659,737,15630,12900,2,0,223,25,18,0,0,1
3078,3047,3142,3036,3031,0,1,9,8,0,1,0,530,0,0,0,0,261046,12069,242257,6718,773,23011,6933,1,15618,3609,3609,38,0,31085,6728,22773,1582,15196,14533,1,0,289,3,18,4,0,0
3031,3153,3006,3087,3046,0,7,7,7,2,2,2,510,1,0,0,0,159413,23533,119304,16576,800,12758,5060,2,13941,6922,651,12,0,29727,8962,20352,412,14198,13600,0,0,162,36,17,0,0,0
2301,3157,3020,0,3116,3151,9,10,10,3,1,3,494,0,0,0,0,83438,76651,6147,638,0,30296,462,1,13769,3264,1179,74,0,24710,12012,12129,568,13690,12900,0,0,59,7,17,2,0,0
3157,3152,3100,3111,1052,1026,5,9,7,3,1,1,576,0,0,0,0,167622,144346,22759,517,0,20657,4410,1,25347,1260,1260,16,0,36048,14784,20282,981,13482,11785,0,0,226,0,17,2,0,0
3153,3748,3052,1036,3111,1419,7,10,5,3,1,2,875,0,0,0,0,174605,38762,121545,14298,0,15916,21471,1,30324,23219,991,25,0,49633,10609,37457,1566,13263,12325,1,0,60,95,16,0,1,0
3142,3814,3006,3071,3134,1055,13,7,15,4,2,3,701,2,0,0,0,154817,8601,143840,2376,811,34894,1151,1,11275,16298,8993,20,0,22694,10237,11956,500,14861,11800,3,0,183,18,15,0,0,1
3111,3401,3107,2049,3512,1028,1,8,29,0,1,0,334,0,0,0,0,39333,16581,11987,10764,0,13103,7456,10,48877,3218,798,76,0,28974,11179,16871,924,11353,9925,1,0,47,0,14,3,0,1
3285,1056,3165,3020,3102,1052,6,7,14,0,1,0,526,0,0,0,0,127182,109575,17123,484,0,25569,210,1,14085,2590,1501,21,0,16867,9937,6680,249,12952,11610,0,0,169,1,15,1,0,1
3748,2033,3742,3009,3065,1053,6,3,13,2,1,3,716,0,0,0,0,120030,4141,115165,724,0,18465,12463,1,31097,10393,7509,21,0,36282,12301,22489,1492,13265,11575,3,0,185,7,16,1,0,1
1412,3026,3006,3142,3046,3133,9,9,6,4,2,2,528,1,0,0,0,170395,5620,156071,8704,385,22353,6805,1,13973,10656,3657,23,0,28946,13050,15121,774,13748,12875,1,1,70,80,15,0,0,1
1055,3031,3072,3006,3046,0,3,5,15,0,1,0,554,0,0,0,0,122347,0,120082,2265,661,20447,5221,4,8843,7809,1473,10,0,20041,7822,12203,16,12377,11400,1,0,165,5,15,0,0,0
3197,3100,3020,3108,3285,1033,6,5,11,2,1,3,1024,0,0,0,0,182073,167984,14025,62,0,31867,1588,1,11100,2141,2141,16,0,18804,10555,8105,144,13034,13010,0,0,223,7,16,2,0,0
2033,3047,3078,3065,3742,3211,14,4,5,6,2,3,723,2,0,0,0,95154,32622,60649,1882,313,24921,2528,1,30049,3950,2755,32,0,33849,9605,22904,1338,12896,12458,0,0,114,20,15,3,1,0
3401,3009,3800,2049,3801,3114,1,9,11,0,1,0,544,0,0,0,0,19597,10161,9436,0,0,4925,2606,5,16437,207,207,32,0,25366,6727,17993,645,8312,8100,0,0,27,0,13,0,0,0
3153,3053,3052,1028,3111,1419,10,12,6,3,2,2,433,2,0,0,0,132723,30966,88533,13223,0,22372,16832,1,26698,22295,961,15,0,45542,9235,35612,694,12174,11475,2,0,30,70,15,0,0,0
3401,3111,3105,2049,3109,0,2,8,8,0,1,0,719,0,0,0,0,28036,10855,12390,4789,0,5480,3637,5,35577,0,0,52,0,27802,12440,14990,372,8571,7875,0,0,57,0,13,1,0,0
3153,3094,0,3031,3006,1055,3,11,6,2,1,1,649,0,0,0,0,122302,2828,105914,13558,562,17512,2326,3,9079,2046,2046,21,0,23502,13218,9534,750,11227,11150,1,0,185,4,15,0,0,0
3193,1401,3047,3001,3742,0,10,6,7,3,2,4,707,2,0,0,0,144568,61110,72422,11034,0,16316,6737,1,46907,9997,0,38,0,33768,16307,16704,756,12401,12300,0,0,53,80,16,3,0,0
3020,3165,3285,1026,1052,0,4,10,9,2,1,1,435,0,0,0,0,120701,104071,15454,1174,0,16675,781,1,10995,2399,1634,11,0,22837,13859,8661,316,10980,9760,1,0,169,6,15,1,0,0
3142,2031,3156,3111,3071,0,7,3,8,3,2,2,1007,1,0,0,0,122637,2526,118830,1279,443,21235,3575,1,18904,5359,214,13,0,23328,12944,9488,896,11817,10400,0,0,169,2,17,0,1,0
1401,3512,3742,3047,1028,1033,6,4,8,3,2,2,1091,1,0,0,0,127306,83390,33783,10132,0,14007,5869,1,54979,6248,1759,29,0,23866,4256,17286,2323,12374,10400,0,0,61,65,16,1,0,1
3152,3047,3151,3135,3001,0,5,5,5,2,1,1,799,0,0,0,0,148483,123412,18350,6720,0,18695,2003,1,21030,13546,2458,25,0,23185,5401,16208,1575,12755,12800,1,1,210,12,16,0,0,1
3092,3190,2045,3117,1058,3113,3,3,20,0,1,0,1324,0,0,0,0,46252,37171,8376,704,0,19962,4562,5,10644,1197,992,66,0,15842,3422,10480,1939,12300,9375,1,0,35,0,16,3,0,1
3020,3089,3165,3285,3135,0,12,8,10,3,1,4,647,0,0,0,0,120652,98537,22115,0,0,26555,1590,1,14039,4982,4982,25,0,20712,7971,11645,1094,14313,14375,1,0,156,8,16,1,0,1
1055,3031,3153,3094,3006,3087,12,6,9,4,2,4,533,2,0,0,0,166858,36065,129212,1580,695,23863,5095,2,9249,8179,8179,17,0,23002,7265,14870,865,15362,14200,3,1,230,6,16,0,0,1
3153,3031,3046,3006,1055,1029,10,16,5,4,2,2,284,3,0,0,0,176808,527,168910,7370,876,24019,2647,1,22890,10356,5548,20,0,41540,4864,31774,4901,14950,11450,2,0,191,12,18,0,0,1
3157,3152,3136,3158,1082,3116,3,7,14,2,1,1,462,0,0,0,0,94855,78041,16562,251,869,15170,17212,1,16870,1344,713,5,0,31534,4383,24232,2918,12256,10975,0,0,149,0,17,1,0,1
3069,3742,2049,3117,3110,3067,6,6,16,3,1,1,385,0,0,0,0,23636,15508,7808,318,0,12981,2232,4,22295,551,314,45,0,19393,4698,12686,2008,13356,10650,0,0,14,1,16,0,0,1
3031,3812,3006,3036,3087,3026,12,6,13,4,2,3,585,2,0,0,0,282233,57568,223417,1248,1315,42005,13975,3,24919,11966,8360,14,0,29493,2716,19620,7156,20241,16750,3,0,280,36,18,0,0,1
0,3812,3026,3046,1412,3047,8,7,14,3,1,2,357,0,0,0,0,235149,7318,218068,9763,472,23135,8090,1,22941,5772,3582,31,0,25334,3597,18448,3288,15771,12675,0,1,106,94,18,4,0,1
3071,1408,3143,3155,3111,3133,7,4,10,4,2,2,569,1,0,0,0,155392,28993,112903,13495,0,18724,10527,1,32416,32627,3462,58,0,34142,5343,28024,775,13676,12650,2,0,73,60,16,3,0,0
3401,3190,3111,2049,3109,3075,4,8,19,2,1,1,599,0,0,0,0,39606,18188,12630,8787,0,9922,6079,5,48009,1548,221,32,0,29326,4299,22927,2099,11903,11275,0,0,53,0,16,1,1,0
3153,3031,1055,3087,3085,3006,6,13,10,3,2,2,477,1,0,0,0,156201,15960,132658,7582,785,24819,2805,1,15472,8774,8774,13,0,30704,6826,22950,928,14520,13800,3,0,186,7,16,0,0,0
3074,3071,3033,3065,1053,3047,18,8,3,7,3,4,811,1,1,0,0,168091,2511,154539,11040,729,43626,13447,9,47676,11417,4805,27,0,50284,10604,36747,2932,16642,15125,1,1,189,15,17,1,0,0
3153,3134,3142,3156,3111,2140,7,7,8,3,2,3,539,1,0,0,0,155666,9159,144806,1700,0,19056,2385,1,15729,13457,3160,8,0,22211,4989,16420,802,13672,12725,0,1,199,6,17,1,0,0
3153,3047,3026,3156,3078,3046,26,11,16,8,5,5,512,6,1,1,1,278111,4979,254187,18943,1074,58361,19206,1,59282,32279,13666,11,0,69170,28983,38452,1734,24269,25303,5,2,303,3,18,0,0,1
3092,2045,3222,3742,3117,3116,4,9,27,3,1,1,695,0,0,0,0,65972,54861,9737,1373,0,14970,6580,5,24278,4402,1272,37,0,35144,9436,24184,1522,17008,13600,0,0,41,0,18,2,0,1
3094,3508,3006,3031,3026,3072,15,10,11,5,5,4,583,4,2,1,1,283489,3738,275604,4146,1369,54512,6019,4,14548,18515,4834,27,0,32365,8457,22698,1210,20831,18200,3,1,245,43,18,0,0,1
3108,3146,3100,3020,3089,3135,4,16,26,0,1,0,277,0,0,0,0,171240,62040,108278,921,0,28268,18479,3,19977,11602,2341,21,0,46621,13986,31556,1078,16609,16000,1,0,152,14,18,0,0,1
3111,3748,1401,3026,3742,3075,16,10,25,8,2,3,815,3,0,0,0,194336,72075,111944,10317,139,37804,27011,1,102324,9386,551,35,0,77508,26644,47784,3079,18825,17100,0,0,65,76,18,1,1,1
1409,3107,3190,3174,3504,3158,6,15,30,2,1,1,405,0,0,0,0,367330,24531,10880,331919,0,20336,16029,13,52713,3159,1155,48,0,49796,10217,36284,3294,15156,16000,0,1,32,66,17,0,0,0
3026,3147,3006,3094,3031,3072,19,13,20,7,2,3,608,3,0,0,0,210778,13202,192862,4714,1212,58625,8502,3,30141,9512,8536,29,0,41153,9593,28845,2714,19536,20050,4,1,240,2,18,0,0,0
1052,3165,3151,3102,3116,3157,7,15,24,3,1,1,562,0,0,0,0,163668,149493,14115,60,0,53627,2090,1,27830,6531,2644,13,0,34840,7706,23945,3187,15415,15385,1,1,179,0,18,0,0,0
3190,3401,3193,2045,3111,3109,2,9,37,2,2,1,985,1,0,0,0,49093,21977,20245,6870,0,15447,9696,5,96018,982,320,55,0,43774,7819,32575,3379,13430,12375,0,0,59,0,18,3,0,0
3142,3156,3814,3812,3147,3158,22,13,15,7,2,5,509,4,0,0,0,250669,5905,239707,5055,958,58831,8878,1,37408,7433,7433,26,0,42154,12161,24315,5677,20419,18050,1,0,231,1,18,0,0,0
